x,y,traffic
781,641,49.112961
2355,1018,49.112305
1667,295,49.111702
2326,329,49.110348
1310,195,49.106342
1625,836,49.104725
120,1277,49.103115
1104,798,49.097485
1581,1607,49.096485
2113,132,49.094891
1395,403,49.092682
1898,231,49.087284
344,2008,49.08593
2042,2193,49.083595
1718,1153,49.080566
1351,119,49.079563
722,1113,49.077507
1804,133,49.074791
1879,910,49.071754
391,1204,49.071716
881,901,49.07156
1403,255,49.061504
2159,701,49.061222
2232,1306,49.056957
1976,1387,49.055992
2256,2306,49.053596
88,1887,49.05262
2093,2367,49.048462
2222,2241,49.047279
1549,1359,49.046513
1982,2101,49.045631
296,1057,49.045567
2242,2257,49.044788
2175,171,49.043682
2093,1300,49.043674
2117,25,49.039856
2092,1299,49.036812
2422,635,49.036781
128,943,49.036587
2305,708,49.035938
200,2385,49.032433
562,1144,49.026901
379,2078,49.009628
31,1292,49.007065
2262,2473,49.000542
338,2418,48.997948
1647,607,48.996513
2361,386,48.995178
1371,261,48.991062
1459,142,48.985188
2146,131,48.983383
2134,1448,48.979408
2141,1436,48.977379
153,1362,48.972874
1028,379,48.970387
1906,341,48.969025
2097,1404,48.958496
1385,258,48.95599
130,1556,48.954109
1726,1086,48.953499
2427,2158,48.943726
2109,599,48.943153
1455,1569,48.941143
1456,1569,48.941143
1280,227,48.941101
2366,2446,48.94054
1872,542,48.940491
4,1351,48.93911
707,1107,48.938625
2238,2462,48.938622
1939,1664,48.938175
1168,97,48.937668
1405,1515,48.929321
2444,66,48.928623
908,676,48.922001
2213,2232,48.921959
177,1486,48.919178
2007,726,48.91758
1846,2250,48.915241
2069,18,48.914894
234,2359,48.905193
1503,1124,48.900906
2361,1584,48.899857
1231,235,48.899223
1384,578,48.896854
2473,77,48.891033
2331,1660,48.888378
2350,2053,48.885384
1454,1569,48.884792
39,588,48.877296
2424,753,48.872723
827,650,48.870449
2010,1919,48.869904
225,1167,48.867855
1970,2179,48.866196
1058,97,48.864555
2062,1520,48.863884
1722,324,48.861801
2062,489,48.860703
26,2454,48.859001
1083,482,48.85833
1107,333,48.850548
2251,2286,48.850391
2480,2122,48.847713
1845,356,48.84679
185,1597,48.844868
1833,2411,48.836395
1735,2192,48.833405
1735,2193,48.833405
1738,2209,48.833405
1738,2211,48.833405
1737,2214,48.833405
609,956,48.832981
71,1299,48.827225
1147,931,48.826679
2100,2406,48.822353
71,1026,48.821564
2352,1334,48.819462
574,284,48.815308
1192,338,48.806091
1079,299,48.805298
1570,18,48.804737
95,2256,48.804127
1841,2394,48.803535
2373,227,48.803024
2332,742,48.801769
952,562,48.800732
1937,1331,48.799625
2061,11,48.79908
342,1998,48.796673
1114,421,48.793621
1936,120,48.789894
1842,83,48.786907
2468,1529,48.785038
976,178,48.780762
1377,1555,48.77816
1201,434,48.776859
1722,456,48.762577
1491,7,48.760872
298,676,48.756126
1839,2390,48.751503
2489,762,48.750919
201,895,48.746758
185,1604,48.744431
1502,466,48.743538
1930,62,48.741978
1050,150,48.732246
2230,992,48.731068
1096,802,48.72855
1734,334,48.727932
1908,167,48.726486
1980,1908,48.725605
1316,2401,48.720829
2414,1572,48.708054
2316,2046,48.694527
1961,2359,48.693531
1731,2474,48.679703
2013,1519,48.678719
757,875,48.676743
1918,1309,48.662083
509,604,48.658752
1339,2488,48.652924
1987,1394,48.65049
62,159,48.650463
1666,469,48.648815
407,2400,48.6488
402,2256,48.648434
501,2048,48.646091
89,1675,48.64579
2048,2220,48.645096
1713,863,48.644756
281,1566,48.643272
1399,1481,48.638348
929,670,48.633644
2447,856,48.633419
250,2477,48.633408
1829,848,48.631851
601,762,48.630039
1107,420,48.627037
1522,112,48.626488
993,802,48.618473
542,1036,48.618023
1141,35,48.615768
632,4,48.60936
2056,1462,48.604446
2225,461,48.600246
1878,2432,48.594498
922,678,48.593636
898,658,48.591206
1845,2250,48.590107
263,404,48.58585
1714,1416,48.585476
590,754,48.584984
414,2411,48.583321
1152,639,48.579838
1063,403,48.577255
2177,170,48.574066
389,761,48.573227
174,872,48.571644
2217,2066,48.570545
1304,901,48.56638
955,795,48.565994
447,2079,48.56245
90,2254,48.561287
150,1315,48.560722
1898,1670,48.555332
1899,172,48.549549
2331,112,48.546078
968,2201,48.543457
1263,88,48.542923
2495,2228,48.540176
1570,541,48.536877
59,1559,48.532539
1378,287,48.52816
1884,881,48.528049
1942,2100,48.526024
1080,299,48.524364
2163,1365,48.519764
2121,76,48.518391
1876,2187,48.509796
1193,338,48.50909
2333,1172,48.505081
2146,2197,48.503345
250,2413,48.502636
1872,543,48.501209
1078,295,48.500603
1627,2400,48.496243
1439,327,48.491875
908,22,48.491035
602,1024,48.489758
37,589,48.488567
1032,291,48.485737
983,1083,48.483006
2291,1278,48.48225
1279,227,48.481327
2456,2212,48.480392
2364,491,48.479538
704,879,48.478863
680,70,48.478649
1218,241,48.477684
211,1250,48.476688
1065,295,48.476349
2498,879,48.474545
1672,466,48.471107
1624,1480,48.470188
2294,86,48.465683
29,927,48.46349
758,868,48.463326
1927,566,48.461479
1589,1581,48.458969
221,1866,48.456123
1938,196,48.450333
1961,568,48.449886
2216,892,48.448505
1379,232,48.445374
1811,444,48.444473
1433,500,48.440922
2100,804,48.439453
742,646,48.43504
1587,1583,48.433498
1584,415,48.426243
1549,411,48.423855
1435,546,48.419048
2224,947,48.418934
0,1743,48.414261
1682,1131,48.412697
2208,696,48.412537
1190,247,48.41227
1686,241,48.411423
1789,1356,48.40686
1951,141,48.400162
2002,104,48.398411
930,670,48.398064
1644,607,48.397247
1963,1318,48.39724
446,942,48.397221
1929,1442,48.393158
1941,197,48.390144
1967,2387,48.387314
1090,330,48.386608
322,2451,48.385227
1380,229,48.384598
2340,1671,48.382847
2341,1671,48.382847
2342,2245,48.382538
1655,295,48.38092
1562,423,48.372166
1826,2147,48.371967
1892,2446,48.371586
290,2105,48.370926
1838,976,48.368286
336,1504,48.366993
557,1895,48.361595
2170,171,48.360947
827,554,48.358784
535,228,48.353539
873,584,48.351074
731,305,48.350971
2448,2244,48.34771
1130,576,48.344242
2277,1551,48.339798
2218,1040,48.332825
2248,1473,48.326099
1146,57,48.323124
1731,115,48.322662
2100,2464,48.320885
2264,1459,48.317444
2276,1551,48.309566
2332,538,48.308315
198,1385,48.306892
2142,2497,48.30349
535,243,48.302528
1871,543,48.302086
304,881,48.301716
2169,1606,48.300503
239,112,48.300064
692,64,48.29723
1953,2460,48.293846
2072,21,48.290565
453,1007,48.288841
2449,1554,48.283764
486,222,48.282757
1844,2371,48.282055
2478,273,48.277859
209,929,48.276756
2296,1186,48.275204
1511,1366,48.274551
2247,1272,48.274086
2303,2004,48.270241
2186,1028,48.270233
174,1308,48.26936
1282,899,48.268501
178,1665,48.26701
1750,244,48.26553
2010,726,48.26078
785,634,48.258965
1824,1331,48.258526
93,1620,48.255051
2433,1365,48.253548
211,1121,48.247799
41,746,48.247158
388,231,48.241562
2278,2453,48.239689
2047,619,48.235741
278,396,48.229103
1814,2368,48.216846
274,1483,48.214287
2418,526,48.214249
1352,290,48.214111
372,516,48.212337
1831,1353,48.209579
1418,408,48.208652
393,837,48.208649
611,1118,48.205257
2353,425,48.204605
1720,463,48.197281
1932,123,48.191357
121,1211,48.18803
32,1015,48.185383
552,627,48.182762
1668,65,48.182064
1874,2024,48.179718
1060,729,48.170383
2060,21,48.169186
1915,64,48.164089
1850,2150,48.162422
102,2286,48.160473
1402,539,48.15921
1266,659,48.158558
111,1376,48.158199
1602,224,48.157429
2456,1554,48.155048
531,1489,48.153786
839,68,48.147869
1946,2315,48.144382
2193,132,48.14196
2428,2246,48.14064
738,680,48.13887
2449,435,48.136688
1577,1371,48.134346
143,1711,48.13393
1097,391,48.132214
106,839,48.131027
1712,862,48.129902
2307,36,48.128273
2128,2466,48.127853
390,2251,48.127831
2194,119,48.124729
668,70,48.113556
1871,2190,48.110394
1510,1369,48.103741
2162,172,48.099049
2168,1606,48.097866
568,1013,48.097054
176,1804,48.096809
323,894,48.09317
1512,1273,48.093124
949,626,48.093094
2178,497,48.091568
149,212,48.091461
1726,1102,48.089851
2186,2226,48.089447
786,580,48.088223
2132,875,48.084858
2388,2207,48.084629
10,143,48.079479
1834,1374,48.079403
1937,1324,48.077671
206,1066,48.069839
817,97,48.068184
1937,1617,48.067978
324,2313,48.066498
1952,2312,48.065865
1086,593,48.058735
2220,1827,48.057495
2186,1031,48.057129
372,1496,48.055813
681,67,48.055511
567,737,48.045544
2045,741,48.042461
2305,1468,48.040848
1267,259,48.033085
1418,285,48.031742
1896,325,48.028408
2405,1786,48.027874
646,278,48.027134
2431,1502,48.026756
1728,329,48.023125
624,307,48.020988
2446,66,48.019619
2239,1340,48.0075
1560,363,48.004463
1933,852,48.004395
1814,1370,48.004002
1881,878,48.003788
1601,214,48.002651
2427,1704,48.001114
2206,2142,48.000595
1615,1667,48
2421,1704,47.99968
78,1371,47.999111
440,641,47.996899
1444,425,47.993065
784,635,47.987411
1150,639,47.985626
690,65,47.98193
2097,2145,47.978874
2211,70,47.962486
1093,800,47.958984
2186,2221,47.955994
236,424,47.955505
2389,614,47.955452
2350,596,47.953274
673,145,47.94677
1322,2093,47.945633
51,163,47.945396
2123,1431,47.941643
795,97,47.941189
2365,2495,47.939266
237,849,47.938087
1729,310,47.934761
2111,2362,47.933544
464,1118,47.931828
2423,1704,47.928341
1656,295,47.921722
1745,340,47.918846
109,127,47.91423
1878,245,47.911415
48,1560,47.908848
2093,497,47.908543
1160,1028,47.902519
2343,1142,47.891773
1802,438,47.886814
1934,843,47.880138
1986,2367,47.872803
1862,2138,47.871792
359,446,47.870804
2444,2197,47.87077
673,340,47.869789
797,577,47.869728
813,605,47.868099
2192,1059,47.859966
324,2448,47.858685
1979,1382,47.858536
47,2453,47.855602
320,1189,47.849037
302,657,47.835342
2401,545,47.833122
250,2473,47.828011
430,950,47.827408
1169,1853,47.826572
119,1024,47.826141
770,563,47.825237
2291,1184,47.81945
2410,694,47.813251
1804,1372,47.81152
608,954,47.802315
1086,712,47.800766
344,1977,47.799015
321,1190,47.797367
152,1315,47.796616
384,2406,47.793007
1921,657,47.788158
485,663,47.782135
2010,499,47.774757
1396,541,47.773762
2186,398,47.771973
108,1178,47.770245
743,647,47.770153
2363,1505,47.767822
1498,293,47.766201
748,2323,47.763229
1880,870,47.760242
961,178,47.757881
568,736,47.749504
1150,605,47.747932
1607,230,47.737236
1699,464,47.735149
2381,2107,47.735092
1295,924,47.734085
1892,894,47.732529
1382,1168,47.731377
1691,522,47.730606
30,992,47.728802
2074,29,47.726879
277,188,47.725967
502,2048,47.724842
504,2048,47.724842
505,2048,47.724842
1664,529,47.722786
1328,1480,47.721565
1170,825,47.720387
28,938,47.717361
71,768,47.716507
720,616,47.713623
2434,436,47.712315
1738,2484,47.706688
1500,234,47.699306
1837,1285,47.698105
1449,75,47.69717
176,1806,47.689842
1906,2222,47.68935
969,2200,47.685112
2376,2040,47.684807
248,2481,47.684715
1633,1726,47.681808
1962,2358,47.68092
1691,241,47.679176
2120,566,47.675346
1963,2295,47.67495
436,821,47.673134
1859,945,47.670994
1809,1276,47.669807
2394,1297,47.669586
1299,900,47.668476
1978,1995,47.664921
2214,761,47.661774
1343,2489,47.655582
447,622,47.65316
587,758,47.65012
1623,1601,47.648178
2136,1338,47.640476
2394,1535,47.640297
115,1116,47.639282
141,1362,47.637848
564,1032,47.637333
293,2070,47.635414
1423,483,47.630165
477,727,47.625454
72,1299,47.624641
389,227,47.623539
1151,735,47.621662
41,2356,47.621105
1077,322,47.620045
894,126,47.615719
2338,771,47.615044
570,741,47.610035
368,1211,47.608063
1551,520,47.607521
829,79,47.606285
2217,891,47.603706
2402,2165,47.598907
152,1021,47.598595
2455,1554,47.597969
1717,1236,47.59565
49,794,47.594582
2339,743,47.594414
169,1716,47.591091
1058,96,47.586819
708,1122,47.586002
183,1448,47.582439
1524,271,47.579956
1771,2453,47.579422
2118,16,47.577785
1438,441,47.574192
1093,416,47.565014
2444,2025,47.56419
288,2467,47.562153
346,77,47.560776
1110,813,47.557194
1698,1322,47.556271
2064,683,47.554195
2175,1090,47.551296
2170,587,47.543961
2375,2198,47.543514
1841,2125,47.543224
2209,771,47.540661
1801,2367,47.540283
1798,433,47.539806
2266,1596,47.536831
2421,525,47.536148
2379,2413,47.535667
1980,1910,47.533653
888,664,47.532452
1935,196,47.53064
2123,710,47.526833
1303,175,47.520264
1031,306,47.516853
1085,230,47.513851
2025,439,47.512402
500,2048,47.511559
2346,1659,47.50531
1093,400,47.505032
2182,1104,47.499519
960,439,47.497303
1696,316,47.497185
1146,947,47.489029
482,739,47.485844
182,1247,47.484966
2210,2378,47.480347
425,973,47.477585
713,269,47.477299
1084,223,47.476452
1622,226,47.476284
1644,504,47.476257
2311,775,47.471188
271,984,47.470402
2377,2301,47.468678
911,674,47.468643
1092,440,47.467697
1852,2234,47.459427
1074,321,47.458904
1719,473,47.4547
1936,843,47.449146
1976,1985,47.446709
113,1365,47.446392
77,1371,47.438564
1763,109,47.437824
284,846,47.43597
300,905,47.434967
43,1373,47.430771
710,1121,47.430199
1744,464,47.429245
1873,2191,47.428577
167,2004,47.428204
2253,961,47.427792
711,826,47.425453
1932,2447,47.42252
16,2197,47.421196
2122,1444,47.420464
1701,479,47.412586
608,957,47.411156
57,1639,47.40855
1346,2477,47.405994
1616,1599,47.405426
16,1379,47.400459
116,857,47.398369
2274,2304,47.396133
202,374,47.395344
1574,6,47.390526
190,2190,47.382019
1813,1371,47.381905
1598,226,47.370384
752,98,47.369064
1992,692,47.368629
2380,2098,47.36615
2458,1834,47.363758
1348,121,47.363056
1698,633,47.358997
1272,225,47.358494
2382,562,47.358097
2013,1330,47.357334
389,228,47.353428
2040,481,47.352959
716,270,47.352299
1631,1479,47.349998
156,2201,47.34726
2136,871,47.347069
2318,1552,47.341377
2430,191,47.339638
234,1253,47.338936
562,2395,47.337833
1597,1475,47.33601
2087,2391,47.334717
834,1215,47.333298
2472,37,47.330864
2144,1344,47.327602
707,1035,47.318165
1100,27,47.316002
449,796,47.315548
2153,573,47.310898
1842,2392,47.310471
1843,2084,47.309967
36,742,47.306122
1972,1499,47.298367
1749,1462,47.294533
71,1796,47.292126
1740,2451,47.289051
264,51,47.288254
2158,1492,47.287731
1714,883,47.287605
2475,37,47.28569
749,1253,47.28196
1928,2439,47.281548
314,892,47.275791
1850,1296,47.27578
54,1560,47.272186
1107,400,47.271641
2406,2171,47.26881
1409,1484,47.268475
1124,431,47.267109
106,1369,47.266388
2262,872,47.26572
2416,1344,47.264206
2007,1919,47.254734
1658,239,47.250954
429,597,47.250469
733,965,47.243935
2209,697,47.24128
1110,804,47.237637
2265,1283,47.236919
2467,850,47.236881
320,1188,47.235733
2232,174,47.234211
1239,218,47.233746
2428,1704,47.229328
1151,734,47.224442
28,1962,47.224213
85,1267,47.223366
67,1267,47.222939
2478,2169,47.221649
1233,715,47.218605
95,122,47.212128
1608,1405,47.210804
1977,1982,47.210426
2443,2357,47.203472
799,571,47.202511
2037,2147,47.202168
125,802,47.200581
2105,1818,47.199974
1509,1392,47.197079
1964,2198,47.196163
679,64,47.19606
507,602,47.195881
2087,2173,47.193035
2408,535,47.192898
1591,117,47.192238
522,54,47.190269
2212,73,47.182602
70,1879,47.182446
974,490,47.179729
1039,292,47.179169
113,843,47.169476
785,567,47.169384
797,576,47.16708
1988,2146,47.164421
56,1888,47.162769
278,218,47.160942
1960,873,47.159008
1114,437,47.150818
2212,92,47.147476
2461,2318,47.146942
1738,2093,47.145988
1275,932,47.134644
2479,1100,47.126896
2298,2054,47.123676
1444,439,47.119808
1402,255,47.118172
2216,1005,47.116055
721,672,47.112621
368,2407,47.111034
2337,740,47.101307
333,2331,47.095085
1721,311,47.089973
1028,504,47.08778
2124,626,47.087727
1960,1316,47.087559
2414,1597,47.085915
1999,1297,47.084106
404,2254,47.084084
1696,633,47.078445
1704,1563,47.078217
207,2471,47.078136
1762,1326,47.076958
2157,2152,47.074413
815,902,47.071983
1944,2026,47.071327
1829,2410,47.070786
2287,1620,47.068661
1626,1247,47.068592
2191,2218,47.067978
2229,173,47.064861
168,1719,47.064465
1306,403,47.063644
1666,457,47.063507
2176,955,47.061897
1719,1091,47.05954
1539,1497,47.058662
2400,2428,47.052906
2466,437,47.051079
1705,2207,47.049046
2210,755,47.047977
2202,205,47.042843
1727,1100,47.04171
1905,2221,47.040958
1997,2232,47.038513
2294,1274,47.034828
5,1820,47.034447
2207,2123,47.03434
2122,1337,47.034157
132,1448,47.028111
393,2253,47.025734
762,897,47.018124
2179,947,47.015236
661,340,47.013931
1369,255,47.008064
87,538,47.002911
2297,72,47.001854
649,363,47.001427
158,1071,46.998108
672,239,46.997639
169,1719,46.99469
2129,66,46.993782
1887,578,46.992702
785,898,46.991203
2404,1911,46.991024
1910,70,46.989765
403,1187,46.989639
2068,951,46.989193
1095,401,46.988476
745,133,46.988113
1115,420,46.98793
1870,552,46.98658
2096,2023,46.986538
207,932,46.984959
1701,1435,46.983074
1937,1332,46.982113
1378,1555,46.98056
2261,868,46.978531
1892,619,46.966328
1755,1339,46.961575
234,1257,46.954212
2384,2405,46.953606
1624,214,46.953522
2424,1908,46.953014
2224,2238,46.951927
1164,722,46.951832
177,1017,46.946724
1421,253,46.946377
2208,1459,46.943729
323,2451,46.943565
254,373,46.943218
2108,1531,46.935802
2369,760,46.934933
1108,582,46.933384
513,73,46.933174
1669,1433,46.932816
2264,2384,46.929333
1090,591,46.926273
1904,2112,46.925217
2404,1914,46.921852
60,1557,46.920212
1672,351,46.911362
2164,1358,46.911316
2167,1362,46.911316
2166,1363,46.911316
1941,2100,46.906868
617,2449,46.906418
2206,541,46.906364
2399,2054,46.904057
710,269,46.902225
1916,64,46.899559
1350,138,46.899521
1295,398,46.899418
1782,1396,46.899139
1756,1471,46.895821
619,1119,46.891579
38,1743,46.890175
446,2144,46.887444
886,674,46.884071
507,603,46.88361
1799,434,46.881981
1038,291,46.881565
1846,1302,46.873238
262,2386,46.869102
77,627,46.863392
326,2448,46.858227
1824,393,46.85442
1407,255,46.854359
1895,2438,46.850319
934,201,46.847008
1926,395,46.843349
1149,487,46.842899
1563,1406,46.841091
1256,101,46.836479
2343,1585,46.836208
2384,2493,46.835037
1874,2191,46.833324
411,52,46.824841
1584,1452,46.824409
245,2396,46.8241
2171,2388,46.821075
1590,1378,46.817127
1686,294,46.816887
1949,1386,46.816216
503,2048,46.814507
755,564,46.811592
1313,135,46.801701
2261,2473,46.793873
2380,608,46.792446
457,2142,46.785145
2188,211,46.783611
1672,1239,46.781712
853,594,46.780262
1115,65,46.780235
38,1070,46.77422
978,178,46.772194
441,385,46.768608
774,543,46.766766
2151,558,46.762714
2309,204,46.762573
1441,285,46.759853
725,150,46.749901
2486,733,46.749557
1709,1428,46.747261
119,846,46.742153
44,1891,46.741501
1639,326,46.741047
1972,2387,46.740509
257,56,46.734077
1841,2129,46.730011
1497,293,46.726353
442,942,46.724995
1584,747,46.719604
320,2490,46.717915
79,1375,46.715565
2310,771,46.71418
758,127,46.711117
2441,572,46.710201
1852,896,46.707474
1259,143,46.70541
1066,493,46.703732
656,276,46.69389
1373,146,46.685863
1878,934,46.683208
240,2481,46.681129
1936,2083,46.673363
2119,16,46.671505
2167,1084,46.670006
2167,1707,46.669724
2446,1096,46.666679
481,1992,46.666672
481,1993,46.666672
1639,665,46.666668
708,874,46.664837
2166,198,46.664257
44,572,46.660141
1096,884,46.659275
2392,2052,46.657677
1694,491,46.655972
311,741,46.653625
164,1016,46.65004
2144,972,46.648117
2306,1578,46.646687
1168,960,46.644207
2150,39,46.638828
1738,2094,46.637619
1359,1565,46.637196
307,75,46.635857
1711,848,46.632301
2056,1485,46.628883
2336,1569,46.628559
1099,24,46.622906
494,602,46.617493
753,2431,46.616859
1865,1353,46.615913
311,46,46.615276
194,1059,46.61422
2002,2239,46.611366
1186,353,46.611362
1652,585,46.611355
2389,2098,46.609505
2203,1456,46.601063
2004,2187,46.59631
1607,1384,46.594578
2345,1451,46.593433
100,1920,46.588177
1797,594,46.583691
217,2268,46.583195
91,2283,46.580391
791,98,46.574291
156,0,46.573391
570,1007,46.570515
1124,222,46.568378
999,639,46.567551
63,587,46.565388
1937,2184,46.563011
2297,1595,46.56105
1040,573,46.553532
1813,446,46.552578
895,441,46.549824
1105,65,46.549297
2042,594,46.548798
1743,1241,46.5476
2400,554,46.544815
1367,145,46.541321
1953,1386,46.53968
2311,1292,46.534813
432,2078,46.530033
1936,2093,46.528881
1862,2424,46.522541
732,305,46.520809
124,960,46.515327
2240,1333,46.515049
1591,1360,46.513115
1720,472,46.505249
2476,1424,46.504967
1984,1494,46.503189
1834,2046,46.501682
182,974,46.499084
2167,1708,46.497772
745,127,46.493988
1120,464,46.48954
2165,584,46.48859
2282,505,46.487679
867,609,46.482082
2339,770,46.47958
2185,2219,46.479298
2206,2374,46.476913
1698,236,46.47274
968,2205,46.471378
1858,339,46.467335
2107,784,46.462067
387,2252,46.458332
327,2489,46.457611
160,1073,46.45314
1923,119,46.45261
1810,415,46.445271
1572,1487,46.445183
962,157,46.444283
2319,2305,46.438305
178,1002,46.435101
2342,1585,46.433704
2085,621,46.432163
1954,2139,46.426971
937,854,46.426384
850,586,46.425102
1980,1996,46.422916
275,184,46.418598
1260,87,46.418411
418,103,46.415684
1693,354,46.410717
1129,582,46.410389
259,373,46.409721
369,1985,46.409367
893,137,46.408649
1652,608,46.406475
1196,2469,46.399246
2485,1574,46.399174
2093,509,46.398701
14,1,46.388996
455,2137,46.388203
1709,1427,46.381317
675,254,46.379894
123,1447,46.377804
1848,2238,46.37513
1467,421,46.373737
2142,560,46.373379
2140,1701,46.364239
1406,1462,46.363682
907,456,46.362465
2091,653,46.361122
55,1385,46.359657
1158,1854,46.356537
2493,757,46.3554
97,1357,46.353878
1928,523,46.350735
1950,1379,46.34985
2144,2377,46.349373
1132,983,46.348141
830,653,46.34412
1488,1492,46.338795
735,965,46.325443
163,1628,46.32452
1908,127,46.323971
1465,554,46.323944
1610,506,46.316025
2253,1582,46.3158
1734,180,46.313446
1722,1233,46.313133
1412,131,46.312744
70,536,46.307652
35,743,46.302608
1460,141,46.301254
1638,322,46.299397
1030,306,46.296642
284,1780,46.296295
2129,239,46.296143
1786,1373,46.294456
2315,426,46.293217
502,2324,46.292107
1524,528,46.288361
418,940,46.285831
1778,1399,46.285713
2277,693,46.2789
146,1246,46.276535
2059,240,46.273933
1210,243,46.273876
218,2393,46.26099
1711,1426,46.256618
714,602,46.253277
935,203,46.249107
1432,500,46.241219
2217,888,46.236877
2042,2190,46.235775
2169,1362,46.233826
1695,469,46.232231
2101,2367,46.221626
2169,1361,46.220818
1354,87,46.220085
2383,2042,46.218689
1660,336,46.216885
2344,1585,46.214851
2365,34,46.214703
1582,408,46.213154
1660,240,46.212059
2259,903,46.211987
2466,850,46.208858
1089,592,46.208668
1731,0,46.2024
2301,521,46.201469
1799,2420,46.200565
82,1871,46.200462
1967,1307,46.190262
1342,2489,46.182053
1875,2188,46.17971
511,55,46.178661
1939,2320,46.176792
636,2434,46.172642
1131,579,46.171108
2388,2309,46.169136
1178,1067,46.168949
1904,579,46.167038
1675,2267,46.166672
2257,1267,46.16478
2136,859,46.163734
1424,137,46.162312
744,127,46.159321
997,624,46.157413
1308,196,46.155289
2315,424,46.154125
2124,973,46.153801
2399,1274,46.150631
507,604,46.146645
2075,490,46.145927
2338,1346,46.14547
2006,1431,46.142761
1093,799,46.141323
1764,119,46.139046
674,319,46.133823
2311,1293,46.127625
1753,1470,46.126976
602,1056,46.125713
827,632,46.124454
2001,2169,46.12405
397,2249,46.120712
816,628,46.115265
1657,80,46.114426
1949,1379,46.105576
901,436,46.103565
2159,1378,46.101021
276,184,46.10046
1653,299,46.09988
58,1282,46.099808
2108,103,46.097572
458,1008,46.094612
2384,1291,46.090839
708,311,46.08699
716,617,46.085732
1561,19,46.084255
1969,471,46.082916
2399,2098,46.079472
154,869,46.075565
60,1018,46.071854
2061,952,46.069202
1485,1246,46.065666
1660,1238,46.063385
1727,0,46.063148
787,564,46.062767
106,1904,46.059662
1911,2091,46.058239
942,229,46.057392
780,635,46.056503
566,1034,46.053818
1875,131,46.052841
2211,611,46.049477
2453,1486,46.047535
1521,286,46.036945
2420,526,46.035023
2380,346,46.033794
1231,701,46.030651
2332,558,46.024731
2445,1538,46.024326
7,1710,46.015923
674,339,46.013367
2446,479,46.012081
2118,706,46.009632
1975,2291,46.008118
257,2190,46.005543
1609,1565,46.005371
754,98,46.001518
2447,435,46.000156
1354,148,45.998802
1150,737,45.99873
473,940,45.996979
581,659,45.995434
1444,433,45.994633
182,1368,45.9939
2140,1700,45.992149
721,785,45.992046
211,928,45.991398
156,1418,45.989067
1590,1377,45.987972
316,1005,45.98439
1187,984,45.984253
1745,339,45.982567
436,996,45.982079
887,903,45.981384
2207,2122,45.980309
2129,1319,45.979252
721,260,45.977867
2400,357,45.975266
2157,1361,45.967682
1918,348,45.967003
1610,1754,45.965111
2367,2308,45.962933
555,1032,45.962154
964,442,45.961113
2160,1366,45.960064
492,51,45.956413
2275,157,45.952721
1221,202,45.951233
1098,452,45.946693
1831,1270,45.946259
1164,720,45.945564
1348,201,45.944847
1841,1302,45.944294
91,122,45.943211
1615,1660,45.942146
248,290,45.940037
469,759,45.936337
177,1248,45.934544
556,1035,45.924091
1938,798,45.923176
633,69,45.911491
256,249,45.910431
2098,783,45.908974
339,79,45.906471
162,1397,45.902962
130,1069,45.899761
2220,645,45.899151
760,1087,45.897305
1526,529,45.89695
41,588,45.893261
995,825,45.893257
2498,2216,45.890629
70,2253,45.886303
1897,231,45.884296
1411,1215,45.881676
427,631,45.87656
1185,865,45.876087
498,660,45.875633
1947,1380,45.873016
177,1800,45.870449
1829,869,45.870392
974,491,45.870136
130,1052,45.867622
192,804,45.864647
46,1025,45.857048
1448,1527,45.854919
2219,1827,45.853672
1911,343,45.850536
7,1281,45.847847
1188,340,45.845951
2151,2407,45.845284
1959,1437,45.842644
280,1811,45.840343
687,923,45.837368
894,113,45.834427
434,1105,45.833763
924,600,45.832729
1452,1527,45.832699
824,596,45.828087
2102,682,45.827351
1830,1281,45.82309
2180,405,45.822811
1265,357,45.820709
2312,1291,45.819706
1082,644,45.817924
1090,409,45.813572
1611,188,45.812748
1158,830,45.803909
1979,1383,45.80365
1685,1129,45.802711
2449,2026,45.800976
1908,119,45.799812
2361,390,45.798038
2295,559,45.798016
2005,1917,45.795544
414,2412,45.793808
28,2453,45.792133
141,1703,45.790939
142,1801,45.790775
243,2393,45.787262
2144,1335,45.785854
1135,825,45.783665
1911,682,45.782104
1106,410,45.780743
2101,753,45.778744
891,1119,45.773678
2140,410,45.770477
2207,9,45.76347
1772,1143,45.759941
1330,92,45.759644
2442,370,45.756676
2401,2410,45.755608
1170,828,45.754013
1301,174,45.748848
394,1204,45.748569
2146,970,45.747242
2120,92,45.74712
891,170,45.743069
521,54,45.738426
1993,1916,45.736576
2419,526,45.73275
1027,292,45.730984
168,1653,45.724155
2170,396,45.72401
1397,239,45.720291
1831,1441,45.7187
63,536,45.717842
1345,2477,45.717087
214,1410,45.715034
1875,2186,45.714191
1875,2187,45.714191
491,225,45.712769
580,824,45.711807
1296,924,45.711319
1953,568,45.708504
2349,1138,45.706566
1405,1457,45.699886
1451,1568,45.699043
2307,2045,45.693405
2171,587,45.693069
401,2010,45.692749
1620,362,45.688404
2214,1560,45.683296
748,1252,45.681465
604,773,45.68
222,19,45.677124
109,1026,45.676666
1999,1528,45.672638
2363,331,45.671474
1959,469,45.664089
1535,1293,45.660858
2398,346,45.660606
2092,501,45.659122
1600,391,45.6586
1950,1386,45.652325
2155,2023,45.650948
1601,1557,45.648651
